@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute xPos numeric
@attribute yPos numeric
@attribute istSpeed numeric
@attribute istVelX numeric
@attribute istVelY numeric
@attribute istAcc numeric
@attribute size numeric
@attribute elapsedTime numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric

@data
847,'2019/05/04 16:55:49:580',424,495,231,4,-4,0,0,0,2560,0.972,0.972
848,'2019/05/04 16:55:49:580',424,495,231,4,-4,0,0,0,2560,0.972,0.972
849,'2019/05/04 16:55:49:597',425,484,235,15,-14.096902,5.126146,3.666667,0,2577,0.972,0.972
850,'2019/05/04 16:55:49:597',425,484,235,15,-14.096902,5.126146,3.666667,0,2577,0.972,0.972
851,'2019/05/04 16:55:49:615',426,480,239,8,-5.656854,5.656854,2.333333,0,2594,0.972,0.972
852,'2019/05/04 16:55:49:616',426,480,239,8,-5.656854,5.656854,2.333333,0,2594,0.972,0.972
853,'2019/05/04 16:55:49:633',427,472,252,21,-11.006046,17.884825,3.25,0,2613,0.972,0.972
854,'2019/05/04 16:55:49:634',427,472,252,21,-11.006046,17.884825,3.25,0,2613,0.972,0.972
855,'2019/05/04 16:55:49:647',428,470,277,27,-2.153121,26.914013,2,0,2627,0.972,0.972
856,'2019/05/04 16:55:49:647',428,470,277,27,-2.153121,26.914013,2,0,2627,0.972,0.972
857,'2019/05/04 16:55:49:664',429,470,290,13,0,13,4.666667,0,2643,0.972,0.972
858,'2019/05/04 16:55:49:664',429,470,290,13,0,13,4.666667,0,2643,0.972,0.972
859,'2019/05/04 16:55:49:680',430,474,305,19,4.89559,18.358463,1.5,0,2660,0.972,0.972
860,'2019/05/04 16:55:49:680',430,474,305,19,4.89559,18.358463,1.5,0,2660,0.972,0.972
861,'2019/05/04 16:55:49:697',431,476,307,4,2.828427,2.828427,3.75,0,2676,0.972,0.972
862,'2019/05/04 16:55:49:697',431,476,307,4,2.828427,2.828427,3.75,0,2676,0.972,0.972
863,'2019/05/04 16:55:49:713',432,479,311,7,4.2,5.6,1,0,2693,0.972,0.972
864,'2019/05/04 16:55:49:714',432,479,311,7,4.2,5.6,1,0,2693,0.972,0.972
865,'2019/05/04 16:55:49:731',433,490,316,16,14.565864,6.620847,3,0,2710,0.972,0.972
866,'2019/05/04 16:55:49:731',433,490,316,16,14.565864,6.620847,3,0,2710,0.972,0.972
867,'2019/05/04 16:55:49:747',434,506,322,22,20.599243,7.724716,1.5,0,2726,0.972,0.972
868,'2019/05/04 16:55:49:747',434,506,322,22,20.599243,7.724716,1.5,0,2726,0.972,0.972
869,'2019/05/04 16:55:49:764',435,514,323,9,8.930501,1.116313,3.25,0,2744,0.972,0.972
870,'2019/05/04 16:55:49:764',435,514,323,9,8.930501,1.116313,3.25,0,2744,0.972,0.972
871,'2019/05/04 16:55:49:780',436,520,324,7,6.904757,1.150793,0.666667,0,2760,0.972,0.972
872,'2019/05/04 16:55:49:781',436,520,324,7,6.904757,1.150793,0.666667,0,2760,0.972,0.972
873,'2019/05/04 16:55:49:797',437,525,324,5,5,0,0.666667,0,2777,0.972,0.972
874,'2019/05/04 16:55:49:798',437,525,324,5,5,0,0.666667,0,2777,0.972,0.972
875,'2019/05/04 16:55:49:814',438,534,324,9,9,0,1.333333,0,2793,0.972,0.972
876,'2019/05/04 16:55:49:814',438,534,324,9,9,0,1.333333,0,2793,0.972,0.972
877,'2019/05/04 16:55:49:830',439,536,324,2,2,0,2.333333,0,2810,0.972,0.972
878,'2019/05/04 16:55:49:831',439,536,324,2,2,0,2.333333,0,2810,0.972,0.972
879,'2019/05/04 16:55:49:847',440,537,323,2,1.414214,-1.414214,0,0,2827,0.972,0.972
880,'2019/05/04 16:55:49:848',440,537,323,2,1.414214,-1.414214,0,0,2827,0.972,0.972
881,'2019/05/04 16:55:49:864',441,537,323,0,0,0,0.666667,0,2844,0.972,0.972
882,'2019/05/04 16:55:49:865',441,537,323,0,0,0,0.666667,0,2844,0.972,0.972
883,'2019/05/04 16:55:49:880',442,537,323,0,0,0,0,0,2859,0.972,0.972
884,'2019/05/04 16:55:49:880',442,537,323,0,0,0,0,0,2859,0.972,0.972
885,'2019/05/04 16:55:49:897',443,537,323,0,0,0,0,0,2877,0.972,0.972
886,'2019/05/04 16:55:49:897',443,537,323,0,0,0,0,0,2877,0.972,0.972
887,'2019/05/04 16:55:49:913',444,537,323,0,0,0,0,0,2893,0.972,0.972
888,'2019/05/04 16:55:49:914',444,537,323,0,0,0,0,0,2893,0.972,0.972
889,'2019/05/04 16:55:49:930',445,537,323,0,0,0,0,0,2910,0.972,0.972
890,'2019/05/04 16:55:49:930',445,537,323,0,0,0,0,0,2910,0.972,0.972
891,'2019/05/04 16:55:49:947',446,537,323,0,0,0,0,0,2927,0.972,0.972
892,'2019/05/04 16:55:49:948',446,537,323,0,0,0,0,0,2927,0.972,0.972
893,'2019/05/04 16:55:49:963',447,537,323,0,0,0,0,0,2942,0.972,0.972
894,'2019/05/04 16:55:49:964',447,537,323,0,0,0,0,0,2942,0.972,0.972
895,'2019/05/04 16:55:49:981',448,537,323,0,0,0,0,0,2961,0.972,0.972
896,'2019/05/04 16:55:49:982',448,537,323,0,0,0,0,0,2961,0.972,0.972
897,'2019/05/04 16:55:49:997',449,537,323,0,0,0,0,0,2976,0.972,0.972
898,'2019/05/04 16:55:49:997',449,537,323,0,0,0,0,0,2976,0.972,0.972
899,'2019/05/04 16:55:51:378',450,137,314,13,12.790309,2.325511,0,0,613,0.128,0.128
900,'2019/05/04 16:55:51:378',450,137,314,13,12.790309,2.325511,0,0,613,0.128,0.128
901,'2019/05/04 16:55:51:396',451,148,317,14,13.506693,3.683644,0,0,631,0.128,0.128
902,'2019/05/04 16:55:51:396',451,148,317,14,13.506693,3.683644,0,0,631,0.128,0.128
903,'2019/05/04 16:55:51:411',452,160,319,14,13.809514,2.301586,0,0,647,0.128,0.128
904,'2019/05/04 16:55:51:412',452,160,319,14,13.809514,2.301586,0,0,647,0.128,0.128
905,'2019/05/04 16:55:51:428',453,213,325,59,58.625523,6.636852,0,0,663,0.128,0.128
906,'2019/05/04 16:55:51:428',453,213,325,59,58.625523,6.636852,0,0,663,0.128,0.128
907,'2019/05/04 16:55:51:445',454,246,325,33,33,0,26,0,680,0.128,0.128
908,'2019/05/04 16:55:51:445',454,246,325,33,33,0,26,0,680,0.128,0.128
909,'2019/05/04 16:55:51:461',455,342,319,102,101.801361,-6.362585,69,0,696,0.128,0.128
910,'2019/05/04 16:55:51:461',455,342,319,102,101.801361,-6.362585,69,0,696,0.128,0.128
911,'2019/05/04 16:55:51:477',456,378,317,38,37.941494,-2.107861,64,0,712,0.128,0.128
912,'2019/05/04 16:55:51:478',456,378,317,38,37.941494,-2.107861,64,0,712,0.128,0.128
913,'2019/05/04 16:55:51:495',457,480,314,105,104.95462,-3.0869,67,0,730,0.128,0.128
914,'2019/05/04 16:55:51:495',457,480,314,105,104.95462,-3.0869,67,0,730,0.128,0.128
915,'2019/05/04 16:55:51:511',458,523,314,43,43,0,62,0,746,0.128,0.128
916,'2019/05/04 16:55:51:512',458,523,314,43,43,0,62,0,746,0.128,0.128
917,'2019/05/04 16:55:51:528',459,580,315,58,57.991077,1.017387,15,0,763,0.128,0.128
918,'2019/05/04 16:55:51:529',459,580,315,58,57.991077,1.017387,15,0,763,0.128,0.128
919,'2019/05/04 16:55:51:545',460,606,316,27,26.980051,1.037694,0,0,780,0.128,0.128
920,'2019/05/04 16:55:51:545',460,606,316,27,26.980051,1.037694,0,0,780,0.128,0.128
921,'2019/05/04 16:55:51:562',461,633,318,29,28.920765,2.142279,2,0,796,0.128,0.128
922,'2019/05/04 16:55:51:562',461,633,318,29,28.920765,2.142279,2,0,796,0.128,0.128
923,'2019/05/04 16:55:51:578',462,638,318,5,5,0,24,0,813,0.128,0.128
924,'2019/05/04 16:55:51:578',462,638,318,5,5,0,24,0,813,0.128,0.128
925,'2019/05/04 16:55:51:595',463,642,318,4,4,0,1,0,830,0.128,0.128
926,'2019/05/04 16:55:51:595',463,642,318,4,4,0,1,0,830,0.128,0.128
927,'2019/05/04 16:55:51:611',464,644,318,2,2,0,2,0,846,0.128,0.128
928,'2019/05/04 16:55:51:611',464,644,318,2,2,0,2,0,846,0.128,0.128
929,'2019/05/04 16:55:51:629',465,644,318,0,0,0,2,0,864,0.128,0.128
930,'2019/05/04 16:55:51:630',465,644,318,0,0,0,2,0,864,0.128,0.128
931,'2019/05/04 16:55:51:644',466,644,318,0,0,0,0,0,880,0.128,0.128
932,'2019/05/04 16:55:51:645',466,644,318,0,0,0,0,0,880,0.128,0.128
933,'2019/05/04 16:55:51:661',467,644,318,0,0,0,0,0,897,0.128,0.128
934,'2019/05/04 16:55:51:662',467,644,318,0,0,0,0,0,897,0.128,0.128
935,'2019/05/04 16:55:51:679',468,644,318,0,0,0,0,0,914,0.128,0.128
936,'2019/05/04 16:55:51:679',468,644,318,0,0,0,0,0,914,0.128,0.128
937,'2019/05/04 16:55:51:695',469,644,317,1,0,-1,0,0,931,0.128,0.128
938,'2019/05/04 16:55:51:696',469,644,317,1,0,-1,0,0,931,0.128,0.128
939,'2019/05/04 16:55:51:711',470,644,307,10,0,-10,9,0,947,0.128,0.128
940,'2019/05/04 16:55:51:712',470,644,307,10,0,-10,9,0,947,0.128,0.128
941,'2019/05/04 16:55:51:729',471,643,297,11,-1.094541,-10.94541,1,0,964,0.128,0.128
942,'2019/05/04 16:55:51:729',471,643,297,11,-1.094541,-10.94541,1,0,964,0.128,0.128
943,'2019/05/04 16:55:51:745',472,641,274,25,-2.16574,-24.906015,0,0,980,0.128,0.128
944,'2019/05/04 16:55:51:745',472,641,274,25,-2.16574,-24.906015,0,0,980,0.128,0.128
945,'2019/05/04 16:55:51:762',473,639,263,13,-2.325511,-12.790309,12,0,998,0.128,0.128
946,'2019/05/04 16:55:51:762',473,639,263,13,-2.325511,-12.790309,12,0,998,0.128,0.128
947,'2019/05/04 16:55:51:778',474,632,239,31,-8.68,-29.76,18,0,1014,0.128,0.128
948,'2019/05/04 16:55:51:779',474,632,239,31,-8.68,-29.76,18,0,1014,0.128,0.128
949,'2019/05/04 16:55:51:795',475,627,227,17,-6.538462,-15.692307,14,0,1031,0.128,0.128
950,'2019/05/04 16:55:51:796',475,627,227,17,-6.538462,-15.692307,14,0,1031,0.128,0.128
951,'2019/05/04 16:55:51:812',476,616,204,34,-14.669487,-30.672564,17,0,1047,0.128,0.128
952,'2019/05/04 16:55:51:812',476,616,204,34,-14.669487,-30.672564,17,0,1047,0.128,0.128
953,'2019/05/04 16:55:51:831',477,597,180,43,-26.690226,-33.71397,0,0,1066,0.128,0.128
954,'2019/05/04 16:55:51:831',477,597,180,43,-26.690226,-33.71397,0,0,1066,0.128,0.128
955,'2019/05/04 16:55:51:846',478,586,170,21,-15.538741,-14.126128,0,0,1081,0.128,0.128
956,'2019/05/04 16:55:51:846',478,586,170,21,-15.538741,-14.126128,0,0,1081,0.128,0.128
957,'2019/05/04 16:55:51:861',479,577,163,16,-12.629636,-9.82305,5,0,1097,0.128,0.128
958,'2019/05/04 16:55:51:862',479,577,163,16,-12.629636,-9.82305,5,0,1097,0.128,0.128
959,'2019/05/04 16:55:51:879',480,554,151,35,-31.03047,-16.18981,19,0,1114,0.128,0.128
960,'2019/05/04 16:55:51:879',480,554,151,35,-31.03047,-16.18981,19,0,1114,0.128,0.128
961,'2019/05/04 16:55:51:895',481,544,146,15,-13.416408,-6.708204,0,0,1131,0.128,0.128
962,'2019/05/04 16:55:51:895',481,544,146,15,-13.416408,-6.708204,0,0,1131,0.128,0.128
963,'2019/05/04 16:55:51:912',482,528,140,22,-20.599243,-7.724716,7,0,1148,0.128,0.128
964,'2019/05/04 16:55:51:912',482,528,140,22,-20.599243,-7.724716,7,0,1148,0.128,0.128
965,'2019/05/04 16:55:51:929',483,521,137,10,-9.19145,-3.939193,12,0,1164,0.128,0.128
966,'2019/05/04 16:55:51:929',483,521,137,10,-9.19145,-3.939193,12,0,1164,0.128,0.128
967,'2019/05/04 16:55:51:945',484,514,135,9,-8.653715,-2.47249,1,0,1180,0.128,0.128
968,'2019/05/04 16:55:51:945',484,514,135,9,-8.653715,-2.47249,1,0,1180,0.128,0.128
969,'2019/05/04 16:55:51:961',485,500,133,16,-15.839191,-2.262742,3.5,0,1196,0.128,0.128
970,'2019/05/04 16:55:51:961',485,500,133,16,-15.839191,-2.262742,3.5,0,1196,0.128,0.128
971,'2019/05/04 16:55:51:978',486,492,134,9,-8.930501,1.116313,3.5,0,1214,0.128,0.128
972,'2019/05/04 16:55:51:979',486,492,134,9,-8.930501,1.116313,3.5,0,1214,0.128,0.128
973,'2019/05/04 16:55:51:994',487,476,141,23,-21.071619,9.218834,14,0,1230,0.128,0.128
974,'2019/05/04 16:55:51:995',487,476,141,23,-21.071619,9.218834,14,0,1230,0.128,0.128
975,'2019/05/04 16:55:52:011',488,468,150,17,-11.294186,12.705958,6,0,1247,0.128,0.128
976,'2019/05/04 16:55:52:012',488,468,150,17,-11.294186,12.705958,6,0,1247,0.128,0.128
977,'2019/05/04 16:55:52:027',489,458,184,44,-12.415318,42.212082,27,0,1263,0.128,0.128
978,'2019/05/04 16:55:52:028',489,458,184,44,-12.415318,42.212082,27,0,1263,0.128,0.128
979,'2019/05/04 16:55:52:045',490,451,239,62,-7.827765,61.503872,18,0,1281,0.128,0.128
980,'2019/05/04 16:55:52:046',490,451,239,62,-7.827765,61.503872,18,0,1281,0.128,0.128
981,'2019/05/04 16:55:52:061',491,447,271,36,-4.46525,35.722004,26,0,1297,0.128,0.128
982,'2019/05/04 16:55:52:062',491,447,271,36,-4.46525,35.722004,26,0,1297,0.128,0.128
983,'2019/05/04 16:55:52:080',492,436,342,82,-12.554445,81.033241,23,0,1315,0.128,0.128
984,'2019/05/04 16:55:52:080',492,436,342,82,-12.554445,81.033241,23,0,1315,0.128,0.128
985,'2019/05/04 16:55:52:095',493,432,379,41,-4.406755,40.762489,41,0,1331,0.128,0.128
986,'2019/05/04 16:55:52:096',493,432,379,41,-4.406755,40.762489,41,0,1331,0.128,0.128
987,'2019/05/04 16:55:52:112',494,431,447,69,-1.014596,68.992538,28,0,1347,0.128,0.128
988,'2019/05/04 16:55:52:112',494,431,447,69,-1.014596,68.992538,28,0,1347,0.128,0.128
989,'2019/05/04 16:55:52:128',495,433,474,29,2.142279,28.920765,20,0,1364,0.128,0.128
990,'2019/05/04 16:55:52:129',495,433,474,29,2.142279,28.920765,20,0,1364,0.128,0.128
991,'2019/05/04 16:55:52:145',496,435,494,22,2.189082,21.89082,7,0,1381,0.128,0.128
992,'2019/05/04 16:55:52:146',496,435,494,22,2.189082,21.89082,7,0,1381,0.128,0.128
993,'2019/05/04 16:55:52:161',497,437,515,23,2.180609,22.896397,0.5,0,1397,0.128,0.128
994,'2019/05/04 16:55:52:162',497,437,515,23,2.180609,22.896397,0.5,0,1397,0.128,0.128
995,'2019/05/04 16:55:52:179',498,437,520,5,0,5,18,0,1415,0.128,0.128
996,'2019/05/04 16:55:52:180',498,437,520,5,0,5,18,0,1415,0.128,0.128
997,'2019/05/04 16:55:52:195',499,437,520,0,0,0,5,0,1431,0.128,0.128
998,'2019/05/04 16:55:52:196',499,437,520,0,0,0,5,0,1431,0.128,0.128
999,'2019/05/04 16:55:52:211',500,437,520,0,0,0,0,0,1446,0.128,0.128
1000,'2019/05/04 16:55:52:211',500,437,520,0,0,0,0,0,1446,0.128,0.128
1001,'2019/05/04 16:55:52:229',501,437,520,0,0,0,0,0,1464,0.128,0.128
1002,'2019/05/04 16:55:52:229',501,437,520,0,0,0,0,0,1464,0.128,0.128
1003,'2019/05/04 16:55:52:245',502,437,520,0,0,0,0,0,1480,0.128,0.128
1004,'2019/05/04 16:55:52:245',502,437,520,0,0,0,0,0,1480,0.128,0.128
1005,'2019/05/04 16:55:52:261',503,437,520,0,0,0,0,0,1497,0.128,0.128
1006,'2019/05/04 16:55:52:262',503,437,520,0,0,0,0,0,1497,0.128,0.128
1007,'2019/05/04 16:55:52:278',504,437,520,0,0,0,0,0,1513,0.128,0.128
1008,'2019/05/04 16:55:52:278',504,437,520,0,0,0,0,0,1513,0.128,0.128
1009,'2019/05/04 16:55:52:295',505,437,520,0,0,0,0,0,1530,0.128,0.128
1010,'2019/05/04 16:55:52:295',505,437,520,0,0,0,0,0,1530,0.128,0.128
1011,'2019/05/04 16:55:52:311',506,437,520,0,0,0,0,0,1546,0.128,0.128
1012,'2019/05/04 16:55:52:311',506,437,520,0,0,0,0,0,1546,0.128,0.128
1013,'2019/05/04 16:55:52:328',507,437,520,0,0,0,0,0,1564,0.128,0.128
1014,'2019/05/04 16:55:52:329',507,437,520,0,0,0,0,0,1564,0.128,0.128
1015,'2019/05/04 16:55:52:345',508,437,517,3,0,-3,1.5,0,1581,0.128,0.128
1016,'2019/05/04 16:55:52:346',508,437,517,3,0,-3,1.5,0,1581,0.128,0.128
1017,'2019/05/04 16:55:52:361',509,436,514,4,-1.264911,-3.794733,1,0,1597,0.128,0.128
1018,'2019/05/04 16:55:52:362',509,436,514,4,-1.264911,-3.794733,1,0,1597,0.128,0.128
1019,'2019/05/04 16:55:52:379',510,433,504,13,-3.735523,-12.451741,9,0,1614,0.128,0.128
1020,'2019/05/04 16:55:52:379',510,433,504,13,-3.735523,-12.451741,9,0,1614,0.128,0.128
1021,'2019/05/04 16:55:52:395',511,429,497,11,-5.457528,-9.550674,1,0,1631,0.128,0.128
1022,'2019/05/04 16:55:52:395',511,429,497,11,-5.457528,-9.550674,1,0,1631,0.128,0.128
1023,'2019/05/04 16:55:52:411',512,406,475,45,-32.518883,-31.105019,17,0,1647,0.128,0.128
1024,'2019/05/04 16:55:52:412',512,406,475,45,-32.518883,-31.105019,17,0,1647,0.128,0.128
1025,'2019/05/04 16:55:52:428',513,384,460,37,-30.570412,-20.843462,8,0,1664,0.128,0.128
1026,'2019/05/04 16:55:52:428',513,384,460,37,-30.570412,-20.843462,8,0,1664,0.128,0.128
1027,'2019/05/04 16:55:52:446',514,345,443,56,-51.334976,-22.376783,9.5,0,1682,0.128,0.128
1028,'2019/05/04 16:55:52:447',514,345,443,56,-51.334976,-22.376783,9.5,0,1682,0.128,0.128
1029,'2019/05/04 16:55:52:463',515,301,436,51,-50.366596,-8.012868,2.5,0,1699,0.128,0.128
1030,'2019/05/04 16:55:52:464',515,301,436,51,-50.366596,-8.012868,2.5,0,1699,0.128,0.128
1031,'2019/05/04 16:55:52:478',516,286,437,16,-15.964562,1.064304,17.5,0,1714,0.128,0.128
1032,'2019/05/04 16:55:52:479',516,286,437,16,-15.964562,1.064304,17.5,0,1714,0.128,0.128
1033,'2019/05/04 16:55:52:495',517,277,438,10,-9.938837,1.104315,3,0,1731,0.128,0.128
1034,'2019/05/04 16:55:52:496',517,277,438,10,-9.938837,1.104315,3,0,1731,0.128,0.128
1035,'2019/05/04 16:55:52:513',518,259,443,23,-22.160912,6.155809,6.5,0,1748,0.128,0.128
1036,'2019/05/04 16:55:52:513',518,259,443,23,-22.160912,6.155809,6.5,0,1748,0.128,0.128
1037,'2019/05/04 16:55:52:529',519,248,446,14,-13.506693,3.683644,9,0,1764,0.128,0.128
1038,'2019/05/04 16:55:52:529',519,248,446,14,-13.506693,3.683644,9,0,1764,0.128,0.128
1039,'2019/05/04 16:55:52:546',520,245,446,3,-3,0,5.5,0,1781,0.128,0.128
1040,'2019/05/04 16:55:52:546',520,245,446,3,-3,0,5.5,0,1781,0.128,0.128
1041,'2019/05/04 16:55:52:562',521,242,444,5,-4.160252,-2.773501,1,0,1797,0.128,0.128
1042,'2019/05/04 16:55:52:563',521,242,444,5,-4.160252,-2.773501,1,0,1797,0.128,0.128
1043,'2019/05/04 16:55:52:580',522,242,442,2,0,-2,1.5,0,1815,0.128,0.128
1044,'2019/05/04 16:55:52:581',522,242,442,2,0,-2,1.5,0,1815,0.128,0.128
1045,'2019/05/04 16:55:52:596',523,241,436,7,-1.150793,-6.904757,2.5,0,1831,0.128,0.128
1046,'2019/05/04 16:55:52:597',523,241,436,7,-1.150793,-6.904757,2.5,0,1831,0.128,0.128
1047,'2019/05/04 16:55:52:613',524,241,420,16,0,-16,4.5,0,1848,0.128,0.128
1048,'2019/05/04 16:55:52:613',524,241,420,16,0,-16,4.5,0,1848,0.128,0.128
1049,'2019/05/04 16:55:52:629',525,240,405,16,-1.064304,-15.964562,0,0,1865,0.128,0.128
1050,'2019/05/04 16:55:52:629',525,240,405,16,-1.064304,-15.964562,0,0,1865,0.128,0.128
1051,'2019/05/04 16:55:52:646',526,238,385,22,-2.189082,-21.89082,3,0,1881,0.128,0.128
1052,'2019/05/04 16:55:52:647',526,238,385,22,-2.189082,-21.89082,3,0,1881,0.128,0.128
1053,'2019/05/04 16:55:52:662',527,234,331,58,-4.284558,-57.84153,18,0,1897,0.128,0.128
1054,'2019/05/04 16:55:52:662',527,234,331,58,-4.284558,-57.84153,18,0,1897,0.128,0.128
1055,'2019/05/04 16:55:52:679',528,236,277,56,2.072653,-55.961628,1,0,1915,0.128,0.128
1056,'2019/05/04 16:55:52:680',528,236,277,56,2.072653,-55.961628,1,0,1915,0.128,0.128
1057,'2019/05/04 16:55:52:696',529,239,263,17,3.561994,-16.622641,19.5,0,1931,0.128,0.128
1058,'2019/05/04 16:55:52:696',529,239,263,17,3.561994,-16.622641,19.5,0,1931,0.128,0.128
1059,'2019/05/04 16:55:52:713',530,243,256,11,5.457528,-9.550674,3,0,1949,0.128,0.128
1060,'2019/05/04 16:55:52:713',530,243,256,11,5.457528,-9.550674,3,0,1949,0.128,0.128
1061,'2019/05/04 16:55:52:729',531,252,248,17,12.705958,-11.294186,3,0,1964,0.128,0.128
1062,'2019/05/04 16:55:52:729',531,252,248,17,12.705958,-11.294186,3,0,1964,0.128,0.128
1063,'2019/05/04 16:55:52:745',532,257,245,8,6.859944,-4.115966,3,0,1981,0.128,0.128
1064,'2019/05/04 16:55:52:746',532,257,245,8,6.859944,-4.115966,3,0,1981,0.128,0.128
1065,'2019/05/04 16:55:52:763',533,261,242,7,5.6,-4.2,0.5,0,1998,0.128,0.128
1066,'2019/05/04 16:55:52:763',533,261,242,7,5.6,-4.2,0.5,0,1998,0.128,0.128
1067,'2019/05/04 16:55:52:780',534,261,242,0,0,0,3.5,0,2016,0.128,0.128
1068,'2019/05/04 16:55:52:781',534,261,242,0,0,0,3.5,0,2016,0.128,0.128
1069,'2019/05/04 16:55:52:796',535,261,242,0,0,0,0,0,2031,0.128,0.128
1070,'2019/05/04 16:55:52:796',535,261,242,0,0,0,0,0,2031,0.128,0.128
1071,'2019/05/04 16:55:52:813',536,263,243,3,2.683281,1.341641,3,0,2048,0.128,0.128
1072,'2019/05/04 16:55:52:813',536,263,243,3,2.683281,1.341641,3,0,2048,0.128,0.128
1073,'2019/05/04 16:55:52:829',537,276,249,19,17.251228,7.962105,8,0,2065,0.128,0.128
1074,'2019/05/04 16:55:52:829',537,276,249,19,17.251228,7.962105,8,0,2065,0.128,0.128
1075,'2019/05/04 16:55:52:847',538,286,253,14,12.998673,5.19947,1.666667,0,2083,0.128,0.128
1076,'2019/05/04 16:55:52:847',538,286,253,14,12.998673,5.19947,1.666667,0,2083,0.128,0.128
1077,'2019/05/04 16:55:52:863',539,312,261,34,32.496487,9.998919,6.666667,0,2098,0.128,0.128
1078,'2019/05/04 16:55:52:863',539,312,261,34,32.496487,9.998919,6.666667,0,2098,0.128,0.128
1079,'2019/05/04 16:55:52:880',540,340,266,33,32.486111,5.801091,0.333333,0,2115,0.128,0.128
1080,'2019/05/04 16:55:52:880',540,340,266,33,32.486111,5.801091,0.333333,0,2115,0.128,0.128
1081,'2019/05/04 16:55:52:897',541,356,269,19,18.674572,3.501482,4.666667,0,2132,0.128,0.128
1082,'2019/05/04 16:55:52:897',541,356,269,19,18.674572,3.501482,4.666667,0,2132,0.128,0.128
1083,'2019/05/04 16:55:52:913',542,371,273,19,18.358463,4.89559,0,0,2149,0.128,0.128
1084,'2019/05/04 16:55:52:914',542,371,273,19,18.358463,4.89559,0,0,2149,0.128,0.128
1085,'2019/05/04 16:55:52:930',543,397,283,36,33.600441,12.923246,5.666667,0,2165,0.128,0.128
1086,'2019/05/04 16:55:52:930',543,397,283,36,33.600441,12.923246,5.666667,0,2165,0.128,0.128
1087,'2019/05/04 16:55:52:947',544,407,290,17,13.926943,9.74886,6.333333,0,2183,0.128,0.128
1088,'2019/05/04 16:55:52:948',544,407,290,17,13.926943,9.74886,6.333333,0,2183,0.128,0.128
1089,'2019/05/04 16:55:52:965',545,440,329,72,46.507843,54.963814,18.333334,0,2200,0.128,0.128
1090,'2019/05/04 16:55:52:965',545,440,329,72,46.507843,54.963814,18.333334,0,2200,0.128,0.128
1091,'2019/05/04 16:55:52:982',546,474,382,87,46.976059,73.227386,7.5,0,2218,0.128,0.128
1092,'2019/05/04 16:55:52:983',546,474,382,87,46.976059,73.227386,7.5,0,2218,0.128,0.128
1093,'2019/05/04 16:55:52:997',547,489,408,41,20.488621,35.513607,23,0,2232,0.128,0.128
1094,'2019/05/04 16:55:52:998',547,489,408,41,20.488621,35.513607,23,0,2232,0.128,0.128
1095,'2019/05/04 16:55:53:015',548,498,424,25,12.256532,21.789389,5.333333,0,2250,0.128,0.128
1096,'2019/05/04 16:55:53:015',548,498,424,25,12.256532,21.789389,5.333333,0,2250,0.128,0.128
1097,'2019/05/04 16:55:53:032',549,508,440,26,13.779973,22.047956,0.5,0,2268,0.128,0.128
1098,'2019/05/04 16:55:53:033',549,508,440,26,13.779973,22.047956,0.5,0,2268,0.128,0.128
1099,'2019/05/04 16:55:53:050',550,512,447,11,5.457528,9.550674,5,0,2285,0.128,0.128
1100,'2019/05/04 16:55:53:050',550,512,447,11,5.457528,9.550674,5,0,2285,0.128,0.128
1101,'2019/05/04 16:55:53:066',551,513,450,4,1.264911,3.794733,2.333333,0,2301,0.128,0.128
1102,'2019/05/04 16:55:53:067',551,513,450,4,1.264911,3.794733,2.333333,0,2301,0.128,0.128
1103,'2019/05/04 16:55:53:082',552,514,451,2,1.414214,1.414214,1,0,2318,0.128,0.128
1104,'2019/05/04 16:55:53:083',552,514,451,2,1.414214,1.414214,1,0,2318,0.128,0.128
1105,'2019/05/04 16:55:53:100',553,514,451,0,0,0,0.666667,0,2336,0.128,0.128
1106,'2019/05/04 16:55:53:101',553,514,451,0,0,0,0.666667,0,2336,0.128,0.128
1107,'2019/05/04 16:55:53:117',554,514,451,0,0,0,0,0,2352,0.128,0.128
1108,'2019/05/04 16:55:53:118',554,514,451,0,0,0,0,0,2352,0.128,0.128
1109,'2019/05/04 16:55:53:132',555,514,451,0,0,0,0,0,2368,0.128,0.128
1110,'2019/05/04 16:55:53:133',555,514,451,0,0,0,0,0,2368,0.128,0.128
1111,'2019/05/04 16:55:53:149',556,514,451,0,0,0,0,0,2384,0.128,0.128
1112,'2019/05/04 16:55:53:150',556,514,451,0,0,0,0,0,2384,0.128,0.128
1113,'2019/05/04 16:55:53:165',557,514,451,0,0,0,0,0,2400,0.128,0.128
1114,'2019/05/04 16:55:53:165',557,514,451,0,0,0,0,0,2400,0.128,0.128
1115,'2019/05/04 16:55:53:182',558,514,451,0,0,0,0,0,2418,0.128,0.128
1116,'2019/05/04 16:55:53:182',558,514,451,0,0,0,0,0,2418,0.128,0.128
1117,'2019/05/04 16:55:53:197',559,514,451,0,0,0,0,0,2433,0.128,0.128
1118,'2019/05/04 16:55:53:198',559,514,451,0,0,0,0,0,2433,0.128,0.128
1119,'2019/05/04 16:55:53:213',560,514,451,0,0,0,0,0,2449,0.128,0.128
