@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute xPos numeric
@attribute yPos numeric
@attribute istSpeed numeric
@attribute istVelX numeric
@attribute istVelY numeric
@attribute istAcc numeric
@attribute size numeric
@attribute elapsedTime numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric

@data
273,'2019/05/04 16:55:41:984',137,471,118,10,-10,0,5.5,0,1070,0.04,0.04
274,'2019/05/04 16:55:41:985',137,471,118,10,-10,0,5.5,0,1070,0.04,0.04
275,'2019/05/04 16:55:42:000',138,455,120,18,-17.861002,2.232625,8,0,1087,0.04,0.04
276,'2019/05/04 16:55:42:002',138,455,120,18,-17.861002,2.232625,8,0,1087,0.04,0.04
277,'2019/05/04 16:55:42:033',139,446,123,12,-11.3842,3.794733,6,0,1119,0.04,0.04
278,'2019/05/04 16:55:42:035',139,446,123,12,-11.3842,3.794733,6,0,1119,0.04,0.04
279,'2019/05/04 16:55:42:037',140,431,133,25,-20.801258,13.867505,0.764706,0,1124,0.04,0.04
280,'2019/05/04 16:55:42:038',140,431,133,25,-20.801258,13.867505,0.764706,0,1124,0.04,0.04
281,'2019/05/04 16:55:42:054',141,431,133,0,0,0,25,0,1140,0.04,0.04
282,'2019/05/04 16:55:42:055',141,431,133,0,0,0,25,0,1140,0.04,0.04
283,'2019/05/04 16:55:42:070',142,419,168,47,-15.243243,44.459461,0,0,1157,0.04,0.04
284,'2019/05/04 16:55:42:071',142,419,168,47,-15.243243,44.459461,0,0,1157,0.04,0.04
285,'2019/05/04 16:55:42:088',143,416,187,22,-3.431177,21.730785,25,0,1174,0.04,0.04
286,'2019/05/04 16:55:42:089',143,416,187,22,-3.431177,21.730785,25,0,1174,0.04,0.04
287,'2019/05/04 16:55:42:106',144,413,221,37,-3.252071,36.856804,15,0,1192,0.04,0.04
288,'2019/05/04 16:55:42:107',144,413,221,37,-3.252071,36.856804,15,0,1192,0.04,0.04
289,'2019/05/04 16:55:42:123',145,413,239,18,0,18,19,0,1209,0.04,0.04
290,'2019/05/04 16:55:42:123',145,413,239,18,0,18,19,0,1209,0.04,0.04
291,'2019/05/04 16:55:42:140',146,411,273,36,-2.113993,35.937878,18,0,1227,0.04,0.04
292,'2019/05/04 16:55:42:141',146,411,273,36,-2.113993,35.937878,18,0,1227,0.04,0.04
293,'2019/05/04 16:55:42:157',147,408,302,32,-3.292773,31.830137,4,0,1243,0.04,0.04
294,'2019/05/04 16:55:42:158',147,408,302,32,-3.292773,31.830137,4,0,1243,0.04,0.04
295,'2019/05/04 16:55:42:173',148,405,318,19,-3.501482,18.674572,13,0,1259,0.04,0.04
296,'2019/05/04 16:55:42:174',148,405,318,19,-3.501482,18.674572,13,0,1259,0.04,0.04
297,'2019/05/04 16:55:42:190',149,404,330,13,-1.079591,12.955095,6,0,1276,0.04,0.04
298,'2019/05/04 16:55:42:191',149,404,330,13,-1.079591,12.955095,6,0,1276,0.04,0.04
299,'2019/05/04 16:55:42:205',150,402,340,12,-2.353394,11.766968,1,0,1292,0.04,0.04
300,'2019/05/04 16:55:42:206',150,402,340,12,-2.353394,11.766968,1,0,1292,0.04,0.04
301,'2019/05/04 16:55:42:222',151,402,340,0,0,0,12,0,1308,0.04,0.04
302,'2019/05/04 16:55:42:223',151,402,340,0,0,0,12,0,1308,0.04,0.04
303,'2019/05/04 16:55:42:240',152,402,340,0,0,0,0,0,1327,0.04,0.04
304,'2019/05/04 16:55:42:242',152,402,340,0,0,0,0,0,1327,0.04,0.04
305,'2019/05/04 16:55:42:270',153,402,340,0,0,0,0,0,1344,0.04,0.04
306,'2019/05/04 16:55:42:271',153,402,340,0,0,0,0,0,1344,0.04,0.04
307,'2019/05/04 16:55:42:276',154,398,328,16,-5.059644,-15.178932,8,0,1361,0.04,0.04
308,'2019/05/04 16:55:42:277',154,398,328,16,-5.059644,-15.178932,8,0,1361,0.04,0.04
309,'2019/05/04 16:55:42:292',155,394,318,14,-5.19947,-12.998673,2,0,1378,0.04,0.04
310,'2019/05/04 16:55:42:294',155,394,318,14,-5.19947,-12.998673,2,0,1378,0.04,0.04
311,'2019/05/04 16:55:42:308',156,383,298,31,-14.939482,-27.162693,8.5,0,1395,0.04,0.04
312,'2019/05/04 16:55:42:310',156,383,298,31,-14.939482,-27.162693,8.5,0,1395,0.04,0.04
313,'2019/05/04 16:55:42:329',157,368,287,26,-20.966528,-15.375455,2.5,0,1414,0.04,0.04
314,'2019/05/04 16:55:42:329',157,368,287,26,-20.966528,-15.375455,2.5,0,1414,0.04,0.04
315,'2019/05/04 16:55:42:345',158,360,285,10,-9.701426,-2.425356,8,0,1431,0.04,0.04
316,'2019/05/04 16:55:42:346',158,360,285,10,-9.701426,-2.425356,8,0,1431,0.04,0.04
317,'2019/05/04 16:55:42:362',159,347,285,13,-13,0,3,0,1448,0.04,0.04
318,'2019/05/04 16:55:42:363',159,347,285,13,-13,0,3,0,1448,0.04,0.04
319,'2019/05/04 16:55:42:379',160,340,286,8,-7.919596,1.131371,5,0,1465,0.04,0.04
320,'2019/05/04 16:55:42:380',160,340,286,8,-7.919596,1.131371,5,0,1465,0.04,0.04
321,'2019/05/04 16:55:42:395',161,333,290,11,-9.550674,5.457528,1.5,0,1482,0.04,0.04
322,'2019/05/04 16:55:42:397',161,333,290,11,-9.550674,5.457528,1.5,0,1482,0.04,0.04
323,'2019/05/04 16:55:42:411',162,312,304,35,-29.121759,19.414507,12,0,1498,0.04,0.04
324,'2019/05/04 16:55:42:412',162,312,304,35,-29.121759,19.414507,12,0,1498,0.04,0.04
325,'2019/05/04 16:55:42:428',163,299,315,24,-18.32127,15.502614,11,0,1515,0.04,0.04
326,'2019/05/04 16:55:42:429',163,299,315,24,-18.32127,15.502614,11,0,1515,0.04,0.04
327,'2019/05/04 16:55:42:443',164,276,334,42,-32.380394,26.74902,9,0,1529,0.04,0.04
328,'2019/05/04 16:55:42:444',164,276,334,42,-32.380394,26.74902,9,0,1529,0.04,0.04
329,'2019/05/04 16:55:42:462',165,267,344,19,-12.71033,14.122589,11.5,0,1548,0.04,0.04
330,'2019/05/04 16:55:42:463',165,267,344,19,-12.71033,14.122589,11.5,0,1548,0.04,0.04
331,'2019/05/04 16:55:42:480',166,262,354,15,-6.708204,13.416408,4,0,1565,0.04,0.04
332,'2019/05/04 16:55:42:481',166,262,354,15,-6.708204,13.416408,4,0,1565,0.04,0.04
333,'2019/05/04 16:55:42:496',167,260,368,16,-2.262742,15.839191,0.5,0,1582,0.04,0.04
334,'2019/05/04 16:55:42:498',167,260,368,16,-2.262742,15.839191,0.5,0,1582,0.04,0.04
335,'2019/05/04 16:55:42:514',168,263,378,13,3.735523,12.451741,1.5,0,1600,0.04,0.04
336,'2019/05/04 16:55:42:515',168,263,378,13,3.735523,12.451741,1.5,0,1600,0.04,0.04
337,'2019/05/04 16:55:42:533',169,265,382,6,2.683281,5.366563,7,0,1619,0.04,0.04
338,'2019/05/04 16:55:42:534',169,265,382,6,2.683281,5.366563,7,0,1619,0.04,0.04
339,'2019/05/04 16:55:42:552',170,280,392,25,20.801258,13.867505,9.5,0,1638,0.04,0.04
340,'2019/05/04 16:55:42:553',170,280,392,25,20.801258,13.867505,9.5,0,1638,0.04,0.04
341,'2019/05/04 16:55:42:568',171,308,399,35,33.954987,8.488747,5,0,1654,0.04,0.04
342,'2019/05/04 16:55:42:569',171,308,399,35,33.954987,8.488747,5,0,1654,0.04,0.04
343,'2019/05/04 16:55:42:586',172,330,400,23,22.976278,1.044376,6,0,1672,0.04,0.04
344,'2019/05/04 16:55:42:587',172,330,400,23,22.976278,1.044376,6,0,1672,0.04,0.04
345,'2019/05/04 16:55:42:602',173,352,399,23,22.976278,-1.044376,0,0,1688,0.04,0.04
346,'2019/05/04 16:55:42:603',173,352,399,23,22.976278,-1.044376,0,0,1688,0.04,0.04
347,'2019/05/04 16:55:42:618',174,381,391,37,35.667728,-9.839373,7,0,1704,0.04,0.04
348,'2019/05/04 16:55:42:619',174,381,391,37,35.667728,-9.839373,7,0,1704,0.04,0.04
349,'2019/05/04 16:55:42:634',175,395,380,25,19.657959,-15.445539,6,0,1721,0.04,0.04
350,'2019/05/04 16:55:42:635',175,395,380,25,19.657959,-15.445539,6,0,1721,0.04,0.04
351,'2019/05/04 16:55:42:653',176,397,376,6,2.683281,-5.366563,9.5,0,1739,0.04,0.04
352,'2019/05/04 16:55:42:654',176,397,376,6,2.683281,-5.366563,9.5,0,1739,0.04,0.04
353,'2019/05/04 16:55:42:673',177,397,368,8,0,-8,1,0,1759,0.04,0.04
354,'2019/05/04 16:55:42:675',177,397,368,8,0,-8,1,0,1759,0.04,0.04
355,'2019/05/04 16:55:42:688',178,390,354,21,-9.391485,-18.78297,6.5,0,1774,0.04,0.04
356,'0216/05/04 16:55:42:689',178,390,354,21,-9.391485,-18.78297,6.5,0,1774,0.04,0.04
357,'2019/05/04 16:55:42:706',179,390,354,0,0,0,21,0,1792,0.04,0.04
358,'2019/05/04 16:55:42:706',179,390,354,0,0,0,21,0,1792,0.04,0.04
359,'2019/05/04 16:55:42:721',180,367,337,40,-32.167046,-23.775642,13.333333,0,1808,0.04,0.04
360,'2019/05/04 16:55:42:722',180,367,337,40,-32.167046,-23.775642,13.333333,0,1808,0.04,0.04
361,'2019/05/04 16:55:42:741',181,358,335,11,-10.738058,-2.386235,14.5,0,1827,0.04,0.04
362,'2019/05/04 16:55:42:742',181,358,335,11,-10.738058,-2.386235,14.5,0,1827,0.04,0.04
363,'2019/05/04 16:55:42:758',182,346,338,15,-14.552137,3.638034,2,0,1844,0.04,0.04
364,'2019/05/04 16:55:42:759',182,346,338,15,-14.552137,3.638034,2,0,1844,0.04,0.04
365,'2019/05/04 16:55:42:773',183,338,351,21,-11.006046,17.884825,3,0,1859,0.04,0.04
366,'2019/05/04 16:55:42:774',183,338,351,21,-11.006046,17.884825,3,0,1859,0.04,0.04
367,'2019/05/04 16:55:42:789',184,333,364,18,-6.461623,16.80022,1.5,0,1875,0.04,0.04
368,'2019/05/04 16:55:42:790',184,333,364,18,-6.461623,16.80022,1.5,0,1875,0.04,0.04
369,'2019/05/04 16:55:42:807',185,333,364,0,0,0,9,0,1893,0.04,0.04
370,'2019/05/04 16:55:42:808',185,333,364,0,0,0,9,0,1893,0.04,0.04
371,'2019/05/04 16:55:42:823',186,318,402,53,-19.459826,49.298225,26.5,0,1909,0.04,0.04
372,'2019/05/04 16:55:42:823',186,318,402,53,-19.459826,49.298225,26.5,0,1909,0.04,0.04
373,'2019/05/04 16:55:42:840',187,318,402,0,0,0,26.5,0,1926,0.04,0.04
374,'2019/05/04 16:55:42:840',187,318,402,0,0,0,26.5,0,1926,0.04,0.04
375,'2019/05/04 16:55:42:855',188,313,422,25,-6.063391,24.253563,12.5,0,1941,0.04,0.04
376,'2019/05/04 16:55:42:855',188,313,422,25,-6.063391,24.253563,12.5,0,1941,0.04,0.04
377,'2019/05/04 16:55:42:872',189,313,424,2,0,2,11.5,0,1958,0.04,0.04
378,'2019/05/04 16:55:42:873',189,313,424,2,0,2,11.5,0,1958,0.04,0.04
379,'2019/05/04 16:55:42:889',190,313,427,3,0,3,0.5,0,1976,0.04,0.04
380,'2019/05/04 16:55:42:890',190,313,427,3,0,3,0.5,0,1976,0.04,0.04
381,'2019/05/04 16:55:42:908',191,313,428,1,0,1,0.666667,0,1995,0.04,0.04
382,'2019/05/04 16:55:42:910',191,313,428,1,0,1,0.666667,0,1995,0.04,0.04
383,'2019/05/04 16:55:42:924',192,313,429,1,0,1,0,0,2010,0.04,0.04
384,'2019/05/04 16:55:42:925',192,313,429,1,0,1,0,0,2010,0.04,0.04
385,'2019/05/04 16:55:42:941',193,313,429,0,0,0,0.5,0,2027,0.04,0.04
386,'2019/05/04 16:55:42:942',193,313,429,0,0,0,0.5,0,2027,0.04,0.04
387,'2019/05/04 16:55:42:956',194,313,429,0,0,0,0,0,2043,0.04,0.04
388,'2019/05/04 16:55:42:957',194,313,429,0,0,0,0,0,2043,0.04,0.04
389,'2019/05/04 16:55:42:974',195,313,429,0,0,0,0,0,2061,0.04,0.04
390,'2019/05/04 16:55:42:975',195,313,429,0,0,0,0,0,2061,0.04,0.04
391,'2019/05/04 16:55:42:993',196,313,429,0,0,0,0,0,2079,0.04,0.04
392,'2019/05/04 16:55:42:994',196,313,429,0,0,0,0,0,2079,0.04,0.04
393,'2019/05/04 16:55:43:013',197,313,429,0,0,0,0,0,2099,0.04,0.04
394,'2019/05/04 16:55:43:014',197,313,429,0,0,0,0,0,2099,0.04,0.04
395,'2019/05/04 16:55:43:029',198,313,429,0,0,0,0,0,2116,0.04,0.04
396,'2019/05/04 16:55:43:030',198,313,429,0,0,0,0,0,2116,0.04,0.04
397,'2019/05/04 16:55:43:049',199,313,429,0,0,0,0,0,2134,0.04,0.04
398,'2019/05/04 16:55:43:050',199,313,429,0,0,0,0,0,2134,0.04,0.04
399,'2019/05/04 16:55:43:064',200,313,429,0,0,0,0,0,2151,0.04,0.04
400,'2019/05/04 16:55:43:066',200,313,429,0,0,0,0,0,2151,0.04,0.04
401,'2019/05/04 16:55:43:081',201,313,429,0,0,0,0,0,2167,0.04,0.04
402,'2019/05/04 16:55:43:082',201,313,429,0,0,0,0,0,2167,0.04,0.04
403,'2019/05/04 16:55:43:096',202,313,429,0,0,0,0,0,2182,0.04,0.04
404,'2019/05/04 16:55:43:097',202,313,429,0,0,0,0,0,2182,0.04,0.04
405,'2019/05/04 16:55:43:112',203,313,429,0,0,0,0,0,2198,0.04,0.04
406,'2019/05/04 16:55:43:114',203,313,429,0,0,0,0,0,2198,0.04,0.04
407,'2019/05/04 16:55:44:348',204,166,378,0,0,0,0,0,481,1,1
408,'2019/05/04 16:55:44:348',204,166,378,0,0,0,0,0,481,1,1
409,'2019/05/04 16:55:44:364',205,166,378,0,0,0,0,0,498,1,1
410,'2019/05/04 16:55:44:365',205,166,378,0,0,0,0,0,498,1,1
411,'2019/05/04 16:55:44:385',206,166,378,0,0,0,0,0,517,1,1
412,'2019/05/04 16:55:44:386',206,166,378,0,0,0,0,0,517,1,1
413,'2019/05/04 16:55:44:400',207,167,378,1,1,0,1,0,533,1,1
414,'2019/05/04 16:55:44:402',207,167,378,1,1,0,1,0,533,1,1
415,'2019/05/04 16:55:44:418',208,171,378,4,4,0,0,0,552,1,1
416,'2019/05/04 16:55:44:419',208,171,378,4,4,0,0,0,552,1,1
417,'2019/05/04 16:55:44:434',209,177,379,7,6.904757,1.150793,3,0,568,1,1
418,'2019/05/01 16:55:44:434',209,177,379,7,6.904757,1.150793,3,0,568,1,1
419,'2019/05/04 16:55:44:452',210,220,376,46,45.888454,-3.20152,0,0,586,1,1
420,'2019/05/04 16:55:44:453',210,220,376,46,45.888454,-3.20152,0,0,586,1,1
421,'2019/05/04 16:55:44:469',211,240,373,23,22.745535,-3.41183,23,0,604,1,1
422,'2019/05/04 16:55:44:470',211,240,373,23,22.745535,-3.41183,23,0,604,1,1
423,'2019/05/04 16:55:44:487',212,269,370,32,31.830137,-3.292773,9,0,621,1,1
424,'2019/05/04 16:55:44:487',212,269,370,32,31.830137,-3.292773,9,0,621,1,1
425,'2019/05/04 16:55:44:507',213,331,364,68,67.6838,-6.550045,36,0,642,1,1
426,'2019/05/04 16:55:44:508',213,331,364,68,67.6838,-6.550045,36,0,642,1,1
427,'2019/05/04 16:55:44:524',214,372,360,45,44.787357,-4.369498,23,0,659,1,1
428,'2019/05/04 16:55:44:525',214,372,360,45,44.787357,-4.369498,23,0,659,1,1
429,'2019/05/04 16:55:44:541',215,468,347,109,108.01413,-14.626914,64,0,676,1,1
430,'2019/05/04 16:55:44:542',215,468,347,109,108.01413,-14.626914,64,0,676,1,1
431,'2019/05/04 16:55:44:558',216,494,343,30,29.651152,-4.561716,79,0,693,1,1
432,'2019/05/04 16:55:44:558',216,494,343,30,29.651152,-4.561716,79,0,693,1,1
433,'2019/05/04 16:55:44:575',217,530,332,47,44.948524,-13.734272,17,0,710,1,1
434,'2019/05/04 16:55:44:576',217,530,332,47,44.948524,-13.734272,17,0,710,1,1
435,'2019/05/04 16:55:44:591',218,538,328,12,10.733126,-5.366563,0,0,726,1,1
436,'2019/05/04 16:55:44:592',218,538,328,12,10.733126,-5.366563,0,0,726,1,1
437,'2019/05/04 16:55:44:610',219,551,322,19,17.251228,-7.962105,0,0,744,1,1
438,'2019/05/04 16:55:44:611',219,551,322,19,17.251228,-7.962105,0,0,744,1,1
439,'2019/05/04 16:55:44:627',220,551,322,0,0,0,19,0,763,1,1
440,'2019/05/04 16:55:44:629',220,551,322,0,0,0,19,0,763,1,1
441,'2019/05/04 16:55:44:644',221,557,317,11,8.450434,-7.042028,11,0,779,1,1
442,'2019/05/04 16:55:44:645',221,557,317,11,8.450434,-7.042028,11,0,779,1,1
443,'2019/05/04 16:55:44:660',222,558,315,3,1.341641,-2.683281,8,0,795,1,1
444,'2019/05/04 16:55:44:661',222,558,315,3,1.341641,-2.683281,8,0,795,1,1
445,'2019/05/04 16:55:44:679',223,559,313,3,1.341641,-2.683281,0,0,814,1,1
446,'2019/05/04 16:55:44:680',223,559,313,3,1.341641,-2.683281,0,0,814,1,1
447,'2019/05/04 16:55:44:695',224,559,307,6,0,-6,0,0,830,1,1
448,'2019/05/04 16:55:44:696',224,559,307,6,0,-6,0,0,830,1,1
449,'2019/05/04 16:55:44:711',225,560,300,8,1.131371,-7.919596,0,0,846,1,1
450,'2019/05/04 16:55:44:712',225,560,300,8,1.131371,-7.919596,0,0,846,1,1
451,'2019/05/04 16:55:44:728',226,561,284,17,1.060431,-16.966894,0,0,864,1,1
452,'2019/05/04 16:55:44:729',226,561,284,17,1.060431,-16.966894,0,0,864,1,1
453,'2019/05/04 16:55:44:745',227,561,272,12,0,-12,5,0,880,1,1
454,'2019/05/04 16:55:44:746',227,561,272,12,0,-12,5,0,880,1,1
455,'2019/05/04 16:55:44:761',228,560,266,7,-1.150793,-6.904757,5,0,896,1,1
456,'2019/05/04 16:55:44:762',228,560,266,7,-1.150793,-6.904757,5,0,896,1,1
457,'2019/05/04 16:55:44:777',229,554,251,21,-7.799204,-19.498011,0,0,913,1,1
458,'2019/05/04 16:55:44:778',229,554,251,21,-7.799204,-19.498011,0,0,913,1,1
459,'2019/05/04 16:55:44:794',230,548,241,16,-8.231933,-13.719888,5,0,929,1,1
460,'2019/05/04 16:55:44:795',230,548,241,16,-8.231933,-13.719888,5,0,929,1,1
461,'2019/05/04 16:55:44:812',231,530,220,39,-25.380863,-29.611006,23,0,948,1,1
462,'2019/05/04 16:55:44:813',231,530,220,39,-25.380863,-29.611006,23,0,948,1,1
463,'2019/05/04 16:55:44:831',232,517,209,24,-18.32127,-15.502614,15,0,967,1,1
464,'2019/05/04 16:55:44:833',232,517,209,24,-18.32127,-15.502614,15,0,967,1,1
465,'2019/05/04 16:55:44:849',233,502,196,28,-21.159294,-18.338055,4,0,984,1,1
466,'2019/05/04 16:55:44:850',233,502,196,28,-21.159294,-18.338055,4,0,984,1,1
467,'2019/05/04 16:55:44:866',234,496,192,10,-8.320503,-5.547002,9,0,1002,1,1
468,'2019/05/04 16:55:44:868',234,496,192,10,-8.320503,-5.547002,9,0,1002,1,1
469,'2019/05/04 16:55:44:884',235,483,185,20,-17.609423,-9.481997,10,0,1019,1,1
470,'2019/05/04 16:55:44:885',235,483,185,20,-17.609423,-9.481997,10,0,1019,1,1
471,'2019/05/04 16:55:44:901',236,477,182,9,-8.049845,-4.024922,11,0,1036,1,1
472,'2019/05/04 16:55:44:902',236,477,182,9,-8.049845,-4.024922,11,0,1036,1,1
473,'2019/05/04 16:55:44:917',237,466,178,15,-14.096902,-5.126146,6,0,1053,1,1
474,'2019/05/04 16:55:44:919',237,466,178,15,-14.096902,-5.126146,6,0,1053,1,1
475,'2019/05/04 16:55:44:934',238,459,176,9,-8.653715,-2.47249,6,0,1069,1,1
476,'2019/05/04 16:55:44:935',238,459,176,9,-8.653715,-2.47249,6,0,1069,1,1
477,'2019/05/04 16:55:44:950',239,445,173,17,-16.622641,-3.561994,8,0,1086,1,1
478,'2019/05/04 16:55:44:952',239,445,173,17,-16.622641,-3.561994,8,0,1086,1,1
479,'2019/05/04 16:55:44:968',240,440,173,5,-5,0,12,0,1102,1,1
480,'2019/05/04 16:55:44:969',240,440,173,5,-5,0,12,0,1102,1,1
481,'2019/05/04 16:55:44:985',241,429,175,13,-12.790309,2.325511,8,0,1120,1,1
482,'2019/05/04 16:55:44:986',241,429,175,13,-12.790309,2.325511,8,0,1120,1,1
483,'2019/05/04 16:55:45:002',242,424,178,8,-6.859944,4.115966,5,0,1137,1,1
484,'2019/05/04 16:55:45:004',242,424,178,8,-6.859944,4.115966,5,0,1137,1,1
485,'2019/05/04 16:55:45:020',243,416,193,23,-10.823529,20.294117,7.5,0,1155,1,1
486,'2019/05/04 16:55:45:021',243,416,193,23,-10.823529,20.294117,7.5,0,1155,1,1
487,'2019/05/04 16:55:45:038',244,410,210,23,-7.654863,21.688778,0,0,1173,1,1
488,'2019/05/04 16:55:45:039',244,410,210,23,-7.654863,21.688778,0,0,1173,1,1
489,'2019/05/04 16:55:45:058',245,400,269,69,-11.530468,68.029762,46,0,1193,1,1
490,'2019/05/04 16:55:45:059',245,400,269,69,-11.530468,68.029762,46,0,1193,1,1
491,'2019/05/04 16:55:45:075',246,394,333,70,-6.53385,69.694397,1,0,1210,1,1
492,'2019/05/04 16:55:45:075',246,394,333,70,-6.53385,69.694397,1,0,1210,1,1
493,'2019/05/04 16:55:45:095',247,392,375,44,-2.092867,43.950199,26,0,1228,1,1
494,'2019/05/04 16:55:45:095',247,392,375,44,-2.092867,43.950199,26,0,1228,1,1
495,'2019/05/04 16:55:45:111',248,391,457,83,-1.01212,82.993828,19.5,0,1246,1,1
496,'2019/05/04 16:55:45:113',248,391,457,83,-1.01212,82.993828,19.5,0,1246,1,1
497,'2019/05/04 16:55:45:128',249,391,497,40,0,40,21.5,0,1264,1,1
498,'2019/05/04 16:55:45:129',249,391,497,40,0,40,21.5,0,1264,1,1
499,'2019/05/04 16:55:45:145',250,391,508,11,0,11,9.666667,0,1280,1,1
500,'2019/05/04 16:55:45:146',250,391,508,11,0,11,9.666667,0,1280,1,1
501,'2019/05/04 16:55:45:162',251,391,518,10,0,10,1,0,1297,1,1
502,'2019/05/04 16:55:45:163',251,391,518,10,0,10,1,0,1297,1,1
503,'2019/05/04 16:55:45:178',252,391,520,2,0,2,8,0,1314,1,1
504,'2019/05/04 16:55:45:179',252,391,520,2,0,2,8,0,1314,1,1
505,'2019/05/04 16:55:45:196',253,391,520,0,0,0,2,0,1331,1,1
506,'2019/05/04 16:55:45:197',253,391,520,0,0,0,2,0,1331,1,1
507,'2019/05/04 16:55:45:214',254,391,520,0,0,0,0,0,1349,1,1
508,'2019/05/04 16:55:45:215',254,391,520,0,0,0,0,0,1349,1,1
509,'2019/05/04 16:55:45:231',255,391,520,0,0,0,0,0,1365,1,1
510,'2019/05/04 16:55:45:232',255,391,520,0,0,0,0,0,1365,1,1
511,'2019/05/04 16:55:45:252',256,391,520,0,0,0,0,0,1387,1,1
512,'2019/05/04 16:55:45:253',256,391,520,0,0,0,0,0,1387,1,1
513,'2019/05/04 16:55:45:268',257,391,520,0,0,0,0,0,1404,1,1
514,'2019/05/04 16:55:45:270',257,391,520,0,0,0,0,0,1404,1,1
515,'2019/05/04 16:55:45:284',258,391,520,0,0,0,0,0,1419,1,1
516,'2019/05/04 16:55:45:285',258,391,520,0,0,0,0,0,1419,1,1
517,'2019/05/04 16:55:45:301',259,391,520,0,0,0,0,0,1436,1,1
518,'2019/05/04 16:55:45:302',259,391,520,0,0,0,0,0,1436,1,1
519,'2019/05/04 16:55:45:318',260,391,520,0,0,0,0,0,1453,1,1
520,'2019/05/04 16:55:45:319',260,391,520,0,0,0,0,0,1453,1,1
521,'2019/05/04 16:55:45:336',261,391,519,1,0,-1,1,0,1471,1,1
522,'2019/05/04 16:55:45:337',261,391,519,1,0,-1,1,0,1471,1,1
523,'2019/05/04 16:55:45:352',262,391,518,1,0,-1,0,0,1487,1,1
524,'2019/05/04 16:55:45:353',262,391,518,1,0,-1,0,0,1487,1,1
525,'2019/05/04 16:55:45:369',263,388,515,6,-4.242641,-4.242641,1.666667,0,1504,1,1
526,'2019/05/04 16:55:45:370',263,388,515,6,-4.242641,-4.242641,1.666667,0,1504,1,1
527,'2019/05/04 16:55:45:394',264,383,513,7,-6.499337,-2.599735,1,0,1524,1,1
528,'2019/05/04 16:55:45:394',264,383,513,7,-6.499337,-2.599735,1,0,1524,1,1
529,'2019/05/04 16:55:45:406',265,364,505,27,-24.884155,-10.477539,5,0,1539,1,1
530,'2019/05/04 16:55:45:406',265,364,505,27,-24.884155,-10.477539,5,0,1539,1,1
531,'2019/05/04 16:55:45:421',266,350,502,17,-16.622641,-3.561994,5,0,1556,1,1
532,'2019/05/04 16:55:45:422',266,350,502,17,-16.622641,-3.561994,5,0,1556,1,1
533,'2019/05/04 16:55:45:440',267,325,499,28,-27.80055,-3.336066,11,0,1576,1,1
534,'2019/05/04 16:55:45:442',267,325,499,28,-27.80055,-3.336066,11,0,1576,1,1
535,'2019/05/04 16:55:45:463',268,304,498,22,-21.9751,-1.046433,3,0,1594,1,1
536,'2019/05/04 16:55:45:464',268,304,498,22,-21.9751,-1.046433,3,0,1594,1,1
537,'2019/05/04 16:55:45:477',269,295,499,10,-9.938837,1.104315,6,0,1613,1,1
538,'2019/05/04 16:55:45:478',269,295,499,10,-9.938837,1.104315,6,0,1613,1,1
539,'2019/05/04 16:55:45:496',270,284,501,13,-12.790309,2.325511,1.5,0,1631,1,1
540,'2019/05/04 16:55:45:497',270,284,501,13,-12.790309,2.325511,1.5,0,1631,1,1
541,'2019/05/04 16:55:45:512',271,281,501,3,-3,0,3.333333,0,1648,1,1
542,'2019/05/04 16:55:45:514',271,281,501,3,-3,0,3.333333,0,1648,1,1
543,'2019/05/04 16:55:45:532',272,281,500,1,0,-1,1,0,1667,1,1
544,'2019/05/04 16:55:45:534',272,281,500,1,0,-1,1,0,1667,1,1
545,'2019/05/04 16:55:45:550',273,280,497,4,-1.264911,-3.794733,1,0,1686,1,1
546,'2019/05/04 16:55:45:551',273,280,497,4,-1.264911,-3.794733,1,0,1686,1,1
547,'2019/05/04 16:55:45:567',274,280,486,11,0,-11,2.333333,0,1702,1,1
548,'2019/05/04 16:55:45:568',274,280,486,11,0,-11,2.333333,0,1702,1,1
549,'2019/05/04 16:55:45:584',275,280,477,9,0,-9,0.666667,0,1720,1,1
550,'2019/05/04 16:55:45:585',275,280,477,9,0,-9,0.666667,0,1720,1,1
551,'2019/05/04 16:55:45:601',276,281,444,34,1.02983,-33.984402,8.333333,0,1736,1,1
552,'2019/05/04 16:55:45:602',276,281,444,34,1.02983,-33.984402,8.333333,0,1736,1,1
553,'2019/05/04 16:55:45:618',277,280,419,26,-1.039169,-25.979223,2.666667,0,1753,1,1
554,'2019/05/04 16:55:45:619',277,280,419,26,-1.039169,-25.979223,2.666667,0,1753,1,1
555,'2019/05/04 16:55:45:636',278,273,367,59,-7.871308,-58.472576,11,0,1771,1,1
556,'2019/05/04 16:55:45:637',278,273,367,59,-7.871308,-58.472576,11,0,1771,1,1
557,'2019/05/04 16:55:45:654',279,266,328,46,-8.126547,-45.276474,4.333333,0,1790,1,1
558,'2019/05/04 16:55:45:657',279,266,328,46,-8.126547,-45.276474,4.333333,0,1790,1,1
559,'2019/05/04 16:55:45:670',280,266,318,10,0,-10,9,0,1805,1,1
560,'2019/05/04 16:55:45:671',280,266,318,10,0,-10,9,0,1805,1,1
